사업장명,도로명전체주소
예향정신제주점,제주특별자치도 제주시 연화로2길 22-1 (연동)
돌멩이,제주특별자치도 제주시 연동3길 14 (연동)
좀녀마을,"제주특별자치도 제주시 은남길 25 (연동,(은남1로 28))"
고사리,"제주특별자치도 제주시 삼무로3길 39, 102호 (연동)"
파티,"제주특별자치도 제주시 국기로2길 7 (연동,(1층))"
에이라운지,"제주특별자치도 제주시 국기로2길 5, 1층 (연동)"
델라,"제주특별자치도 제주시 신대로14길 30 (연동,제동네스트빌 101호)"
일미고을,제주특별자치도 제주시 신대로10길 24 (연동)
까투리행운점,"제주특별자치도 제주시 도령로13길 9 (연동,제주베스트빌라101호(도령4로22))"
각시탈,제주특별자치도 제주시 은남4길 37 (연동)
골목회수산,"제주특별자치도 제주시 도령로7길 30, 1층 (연동)"
킴스딜리버리,"제주특별자치도 제주시 신대로14길 40, 1층 (연동)"
대굴대굴,제주특별자치도 제주시 성신로2길 19 (연동)
일,"제주특별자치도 제주시 국기중길 5, 1층 (연동)"
김밥상회,"제주특별자치도 제주시 과원북2길 58, 1층 (연동)"
짱짱소주방,"제주특별자치도 제주시 연동10길 31, 1층 (연동)"
경희네몽생이,"제주특별자치도 제주시 연동9길 37, 1층 (연동)"
프로젝트064,"제주특별자치도 제주시 신광로4길 13, 1~2층 (연동)"
담백한그집,제주특별자치도 제주시 신대로8길 5 (연동)
매옹이,"제주특별자치도 제주시 연동9길 25, 1층 (연동)"
물음표,"제주특별자치도 제주시 신대로16길 40 (연동,(연중6로33))"
보통김밥,"제주특별자치도 제주시 남녕로 42, 1층 (연동)"
카도,제주특별자치도 제주시 신대로16길 41 (연동)
리보스코화덕피자,제주특별자치도 제주시 수목원길 27 (연동)
전원,"제주특별자치도 제주시 삼무로11길 38, 1층 (연동)"
둘리네국수,제주특별자치도 제주시 연동10길 5 (연동)
모모,"제주특별자치도 제주시 국기로3길 5-11, 1층 (연동)"
창작일식요리엔,제주특별자치도 제주시 연화로2길 22 (연동)
우수미회센타,"제주특별자치도 제주시 연화로2길 24-1, 1층 (연동)"
페리카나연동점,"제주특별자치도 제주시 연동1길 10 (연동,(연제3로14))"
레전드,"제주특별자치도 제주시 신대로12길 51, 지하2층 45호 (연동)"
갓쭈,"제주특별자치도 제주시 은남3길 29, 1층 (연동)"
천하육회,제주특별자치도 제주시 연동7길 26 (연동)
와플칸제주직영점,제주특별자치도 제주시 신광로 36 (연동)
화덕앤그릴,"제주특별자치도 제주시 국기로 23, 1층 (연동)"
국밥먹고가라,"제주특별자치도 제주시 선덕로 10, 1층 (연동)"
성게애빠져,제주특별자치도 제주시 신대로14길 5 (연동)
스페샬연노점,"제주특별자치도 제주시 연동8길 21 (연동,(도호1로27))"
한솥도시락제주한라병원점,"제주특별자치도 제주시 성신로 15, 1층 (연동)"
무정해장국,제주특별자치도 제주시 신대로10길 29 (연동)
연동박가네,제주특별자치도 제주시 삼무로9길 15 (연동)
원님네포장마차,제주특별자치도 제주시 신대로10길 35 (연동)
카인드펍,"제주특별자치도 제주시 연동7길 24, 3층 (연동)"
조선옥,제주특별자치도 제주시 신대로5길 32 (연동)
만원의행복,"제주특별자치도 제주시 신대로7길 9, 1층 (연동)"
궁한스샤브샤브신제주점,"제주특별자치도 제주시 사장길 38, 2층 (연동)"
센트럴시티66가,"제주특별자치도 제주시 노연로 66, 2층 (연동)"
짝태노가리제주1호점,"제주특별자치도 제주시 신대로 149, 1층 (연동)"
육남매,제주특별자치도 제주시 신대로7길 15-1 (연동)
아구에반하다,"제주특별자치도 제주시 신대로20길 17, 1층 (연동)"
새몽실식당,제주특별자치도 제주시 신대로12길 11 (연동)
주식회사대야,"제주특별자치도 제주시 국기로2길 2-7, 1층 (연동)"
국수나무집,"제주특별자치도 제주시 신대로10길 43 (연동,(성두4로69))"
종로3가감자탕,"제주특별자치도 제주시 신광로4길 34 (연동,(제원2로56))"
세광양대창제주연동점,"제주특별자치도 제주시 신대로16길 39, 1층 (연동)"
모심청국장,제주특별자치도 제주시 신대로10길 17 (연동)
연안식당,"제주특별자치도 제주시 신대로 169, 1층 (연동)"
와이,"제주특별자치도 제주시 과원북4길 91, B101호 (연동)"
더썸,제주특별자치도 제주시 신대로10길 24 (연동)
주연이네,"제주특별자치도 제주시 은남3길 29, 1층 (연동)"
메밀꽃차롱,"제주특별자치도 제주시 연오로 136 (연동,(1층))"
육회공작소,"제주특별자치도 제주시 신대로16길 47, 1층 (연동)"
힘찬장어,"제주특별자치도 제주시 삼무로3길 32-1 (연동,(1층))"
연동피지에이구내매점,"제주특별자치도 제주시 삼동길 21, 1층 (연동)"
카페뮤로,"제주특별자치도 제주시 제원3길 13, 1층 102호 (연동)"
가리본가본점,제주특별자치도 제주시 성신로1길 17 (연동)
마리나스크린골프구내,"제주특별자치도 제주시 연삼로 38, 지하1층 (연동)"
제주한우곱창,"제주특별자치도 제주시 신대로 165, 1층 (연동)"
가시버시정육구이,"제주특별자치도 제주시 삼무로1길 9, 1층 (연동)"
모슬포해안도로,"제주특별자치도 제주시 신대로18길 16, 104호 (연동)"
만배수산,제주특별자치도 제주시 국기로2길 2-9 (연동)
아이리스,제주특별자치도 제주시 국기로3길 5 (연동)
스페샬삼무점,"제주특별자치도 제주시 삼무로7길 27, 101호 (연동)"
식객의주방,제주특별자치도 제주시 사장길 12 (연동)
컴포즈커피제주제원점,제주특별자치도 제주시 제원길 16 (연동)
한양춘향연화점,"제주특별자치도 제주시 연화중길 19, 1층 (연동)"
낙지로,"제주특별자치도 제주시 신대로12길 19, 1층 (연동)"
을찌로국물떡볶이연동점,"제주특별자치도 제주시 신대로14길 49, 1층 (연동)"
복덕이네,"제주특별자치도 제주시 도령로13길 15, 1층 (연동)"
참사랑전복해물탕,제주특별자치도 제주시 연동10길 3 (연동)
코알라,"제주특별자치도 제주시 과원북4길 71 (연동,1층)"
버닝썬,"제주특별자치도 제주시 은남3길 34, 지하1층 (연동)"
엘리,"제주특별자치도 제주시 과원북4길 102, 1층 (연동)"
호식이두마리치킨연동신시가지점,"제주특별자치도 제주시 국기중길 5-6, 1층 (연동)"
광림,제주특별자치도 제주시 제원길 6 (연동)
사토,제주특별자치도 제주시 연동3길 36 (연동)
학창시절,"제주특별자치도 제주시 신광로4길 15, 지하1층 (연동)"
올레스크린앤,"제주특별자치도 제주시 신광로 36 (연동,(3층))"
흥부네정식,제주특별자치도 제주시 연북로 74 (연동)
풍전스크린골프,"제주특별자치도 제주시 연동8길 30, 대경빌딩 3층 (연동)"
달맞이,"제주특별자치도 제주시 신대로6길 13, 1층 (연동)"
연동돈우가,제주특별자치도 제주시 도령로11길 18 (연동)
부가네얼큰이연동점,제주특별자치도 제주시 노연로 137 (연동)
케이팝,"제주특별자치도 제주시 삼무로3길 34, 지하1층 (연동)"
막쇠,"제주특별자치도 제주시 제원길 12, 1층 (연동)"
오막한우막창,"제주특별자치도 제주시 도령로 132, 1층 (연동)"
제삼굽,"제주특별자치도 제주시 제원길 15, 1층 101호 (연동)"
명태골연동점,제주특별자치도 제주시 연화중길 10 (연동)
안트래,제주특별자치도 제주시 연동13길 16 (연동)
한라관광호텔(한식),"제주특별자치도 제주시 삼무로 76, 2층 (연동)"
도랑도랑,제주특별자치도 제주시 문송길 20 (연동)
개염지영말축,"제주특별자치도 제주시 연오로 68, 1층 (연동)"
딱한잔포차,제주특별자치도 제주시 연동9길 18 (연동)
탕궁훠궈,"제주특별자치도 제주시 은남2길 41, 1층 (연동)"
냉동고,"제주특별자치도 제주시 신대로14길 46, 1층 (연동)"
모살물2호점,"제주특별자치도 제주시 삼무로9길 24, 1층 (연동)"
까투리꼬치구이태양점,"제주특별자치도 제주시 신대로10길 22 (연동,101호(성두4로30))"
고씨회관,제주특별자치도 제주시 신대로14길 49 (연동)
칠십리,제주특별자치도 제주시 신광로 8 (연동)
시골못난이투,"제주특별자치도 제주시 신대로16길 35, 1층 (연동)"
차곡,제주특별자치도 제주시 문연로 5 (연동)
멕시카나치킨앤치킨더홈연동점,제주특별자치도 제주시 은남4길 37 (연동)
돼지꿈본점,제주특별자치도 제주시 제원길 6 (연동)
솔비,제주특별자치도 제주시 삼무로3길 38 (연동)
돈나무,제주특별자치도 제주시 신광로10길 3 (연동)
비비큐치킨앤비어삼무공원점,"제주특별자치도 제주시 삼무로 40, 2층 (연동)"
아이진카페비,"제주특별자치도 제주시 신대로22길 4, 1층 (연동)"
스틸,"제주특별자치도 제주시 연동8길 15, 1층 (연동)"
털보산해,"제주특별자치도 제주시 은남4길 29 (연동,원빌라102호(연중7로47))"
스테이크백,"제주특별자치도 제주시 연동13길 34, 1층 (연동)"
백세장수설렁탕,"제주특별자치도 제주시 연화로1길 7, 1층 (연동)"
인덱스제이드림호텔구내,"제주특별자치도 제주시 은남1길 40, 2층 (연동)"
바오펑,"제주특별자치도 제주시 과원로 51, 1층 (연동)"
문학쉼팡시집,"제주특별자치도 제주시 연동14길 3, 101호 (연동, 연동월드하우스)"
종종캐주얼다이닝,"제주특별자치도 제주시 과원북2길 66-1, 1층 (연동)"
레스토랑헤라,"제주특별자치도 제주시 삼무로 14, 2층 (연동)"
아이러브키친,"제주특별자치도 제주시 신광로 52, 4층 (연동)"
춘천명동닭갈비연동점,"제주특별자치도 제주시 연동9길 25 (연동,(은남4로 24))"
알라운지,제주특별자치도 제주시 신대로10길 19 (연동)
쉐프의스시이야기,제주특별자치도 제주시 신광로 36 (연동)
신제주보말칼국수제주본점,제주특별자치도 제주시 선덕로5길 19 (연동)
한라생돈,"제주특별자치도 제주시 연화중길 7, 1층 (연동)"
쉐프이야기,제주특별자치도 제주시 신광로4길 19 (연동)
돌트멍,제주특별자치도 제주시 은남1길 5 (연동)
둘이두리,"제주특별자치도 제주시 연동10길 7, 1층 (연동)"
간또,"제주특별자치도 제주시 연동7길 19, 1층 (연동)"
연한돈,"제주특별자치도 제주시 선덕로 6, 1층 (연동)"
다도푸드,"제주특별자치도 제주시 신대로12길 51, 지하2층 21호 (연동)"
제주흑돼지참숯구이,"제주특별자치도 제주시 신광로6길 2, 1층 (연동)"
신제주그랜드,제주특별자치도 제주시 신대로 70 (연동)
블루스카이,제주특별자치도 제주시 국기로 6 (연동)
옥화네포차,제주특별자치도 제주시 신대로18길 56 (연동)
루스트익스프레스루스트플레이스팍차이나,"제주특별자치도 제주시 노연로 62, 신성오피스텔 2층 (연동)"
물동이,"제주특별자치도 제주시 신대로 123, 1층 (연동)"
한신포차제주연동점,제주특별자치도 제주시 신대로16길 49 (연동)
만객,제주특별자치도 제주시 제원길 6 (연동)
정한토속삼계탕원조설렁탕,제주특별자치도 제주시 신대로18길 16 (연동)
비밀의정원,"제주특별자치도 제주시 연삼로 86, 1층 (연동)"
미미한식탁제주,제주특별자치도 제주시 국기로 5 (연동)
테이크투,제주특별자치도 제주시 국기로 44 (연동)
토방속의장독대,제주특별자치도 제주시 신대로14길 33 (연동)
회사가는날,"제주특별자치도 제주시 성신로1길 25, 1층 (연동)"
계림,"제주특별자치도 제주시 일주서로 7810, 1층 (연동)"
네네치킨연동점,제주특별자치도 제주시 삼무로 82 (연동)
더짝연동점,"제주특별자치도 제주시 신대로14길 48, 2층 (연동)"
로다,"제주특별자치도 제주시 삼무로 77, 지하1층 (연동)"
구어도돼지,"제주특별자치도 제주시 일주서로 7854, 1층 (연동)"
제주다금바리회초밥,"제주특별자치도 제주시 은남4길 30, 1층 (연동)"
투다리남서울점,제주특별자치도 제주시 신대로10길 24-1 (연동)
어신,제주특별자치도 제주시 신대로12길 39 (연동)
정글북바이앨리스,"제주특별자치도 제주시 노연로 80, 2층 (연동)"
바,"제주특별자치도 제주시 노연로 114, 2~3층 (연동)"
마이도,"제주특별자치도 제주시 은남2길 35, 101호 (연동)"
남다른대구막창연동점,"제주특별자치도 제주시 신대로 131, 1층 (연동)"
산방산,"제주특별자치도 제주시 신대로16길 44, 1층 (연동)"
소렉,"제주특별자치도 제주시 은남2길 41, 1층 (연동)"
검은쇠몰고오는,제주특별자치도 제주시 신대로20길 27 (연동)
청담동,"제주특별자치도 제주시 국기로1길 17, 1층 (연동)"
연동반점,제주특별자치도 제주시 제원1길 7-1 (연동)
쏭스,"제주특별자치도 제주시 은남2길 37 (연동,(연중3로14))"
피자쿠치나신제주점,제주특별자치도 제주시 신대로 134 (연동)
돈보따리생생갈비,제주특별자치도 제주시 제원길 6 (연동)
호박이네,제주특별자치도 제주시 신광로10길 21 (연동)
돈게도라,제주특별자치도 제주시 사장길 8 (연동)
산과들신제주점,"제주특별자치도 제주시 연동10길 31, 1층 (연동)"
토대력,제주특별자치도 제주시 신대로14길 48 (연동)
금호훼밀리호텔구내오형제손짜장,"제주특별자치도 제주시 제원1길 9, 1층 (연동)"
아이린,"제주특별자치도 제주시 삼무로 16, 5층 (연동)"
한수포차제주연동점,"제주특별자치도 제주시 신대로16길 49, 1층 (연동)"
에르메술,제주특별자치도 제주시 신대로10길 20 (연동)
제주창스닥,"제주특별자치도 제주시 선덕로 4, 1층 (연동)"
페리카나신제주점,제주특별자치도 제주시 신대로 124 (연동)
꿀꿀이식당,"제주특별자치도 제주시 삼무로5길 3, 1층 (연동)"
맛스타,"제주특별자치도 제주시 신대로10길 29, 1층 (연동)"
소,"제주특별자치도 제주시 신대로20길 46, 1층 (연동)"
노가리앤비어연동점,"제주특별자치도 제주시 삼무로7길 40, 1층 (연동)"
사천요리,"제주특별자치도 제주시 신대로16길 50, 1층 (연동)"
디디치킨연동점,"제주특별자치도 제주시 국기로 43, 1층 (연동)"
댜오위다오,제주특별자치도 제주시 은남2길 29 (연동)
신주양꼬치제주점,제주특별자치도 제주시 신대로16길 45 (연동)
뼈감만족,제주특별자치도 제주시 신대로 144 (연동)
낙지골목,제주특별자치도 제주시 제원길 3 (연동)
정우말가든,제주특별자치도 제주시 아연로 17 (연동)
주사랑,제주특별자치도 제주시 노연로 138 (연동)
히아담,제주특별자치도 제주시 과원로 28 (연동)
레드제플린,제주특별자치도 제주시 신광로 37 (연동)
란주우육면,"제주특별자치도 제주시 제원1길 23, 104호 (연동)"
큰동네국수,제주특별자치도 제주시 신광로6길 2 (연동)
제노티카,"제주특별자치도 제주시 국기로 35, 2층 (연동)"
짝치즈등갈비,"제주특별자치도 제주시 신대로16길 56, 1층 (연동)"
갈비아빠,"제주특별자치도 제주시 신대로18길 51, 1층 (연동)"
래고라이브,제주특별자치도 제주시 연동6길 28 (연동)
맵수다,제주특별자치도 제주시 신광로4길 7 (연동)
왕대포연동점,제주특별자치도 제주시 노연로 123 (연동)
유카페,"제주특별자치도 제주시 신대로10길 36-1, 1층 (연동)"
제주살사마르,"제주특별자치도 제주시 노연로 110, 3층 (연동)"
탕1988,"제주특별자치도 제주시 연동3길 29, 1층 (연동)"
담,제주특별자치도 제주시 삼무로9길 39 (연동)
고기중독,제주특별자치도 제주시 신대로12길 32 (연동)
설맥연동점,"제주특별자치도 제주시 신대로16길 52, 1층 (연동)"
세븐스타,"제주특별자치도 제주시 삼무로 38, 2층 (연동)"
조은이웃구이집,제주특별자치도 제주시 도령북길 1 (연동)
라지마할,"제주특별자치도 제주시 신광로 43, 2층 (연동)"
삼다가,"제주특별자치도 제주시 신대로9길 27, 1층 (연동)"
더캐슬,"제주특별자치도 제주시 삼무로3길 20, 지하1층 (연동)"
은행나무집,제주특별자치도 제주시 국기중길 22-9 (연동)
진돼지,"제주특별자치도 제주시 은수길 65, B동 1층 (연동)"
만타스시31앤이자카야연동점,제주특별자치도 제주시 사장1길 33 (연동)
포35,"제주특별자치도 제주시 문송길 35, 1층 (연동)"
헤이국밥,"제주특별자치도 제주시 도령로7길 20, 1층 107호 (연동, 신광아파트)"
델리시우,제주특별자치도 제주시 선덕로 13 (연동)
일용이네,"제주특별자치도 제주시 신대로20길 42 (연동,(사장4로62))"
등불,제주특별자치도 제주시 삼무로 74 (연동)
더골드,제주특별자치도 제주시 연동4길 16-1 (연동)
대도식당연동점,"제주특별자치도 제주시 은남길 31, 1층 (연동)"
한솥도시락제주연동대림점,"제주특별자치도 제주시 국기로 9 (연동,(1층))"
팔플러스퓨전중식,"제주특별자치도 제주시 성신로1길 23, 1층 (연동)"
천하일품,제주특별자치도 제주시 신대로14길 35 (연동)
일등급한식,"제주특별자치도 제주시 성신로2길 21, 1층 (연동)"
자작나무,"제주특별자치도 제주시 아연로 23, 1층 (연동)"
달리자서울포차연동점,"제주특별자치도 제주시 신대로16길 44, 2층 (연동)"
돈후명가,제주특별자치도 제주시 연동7길 42 (연동)
혼고,"제주특별자치도 제주시 성신로2길 21, 1층 (연동)"
규태네,"제주특별자치도 제주시 노연로 55 (노형동,(연동로136))"
예쁜술자리,"제주특별자치도 제주시 신대로10길 28, 지하1층 (연동)"
스바루,"제주특별자치도 제주시 신대로7길 4 (연동,(귀아랑3로6))"
카사베라,제주특별자치도 제주시 노연로 101 (연동)
참새와방앗간,제주특별자치도 제주시 연동4길 16 (연동)
민들레식탁,제주특별자치도 제주시 국기로 29 (연동)
황소곱창,제주특별자치도 제주시 삼무로3길 8 (연동)
최가네옛날손두부집,"제주특별자치도 제주시 사장2길 36, 1층 (연동)"
민성이네식당,"제주특별자치도 제주시 도령로11길 20, 1층 (연동, 대원빌라1차)"
케이관광호텔식당,"제주특별자치도 제주시 연동3길 10, 지하1층 (연동)"
레드팬더,제주특별자치도 제주시 신대로18길 51 (연동)
신라스테이제주바(BAR),"제주특별자치도 제주시 노연로 100, 1층 (연동)"
신라스테이제주카페(CAFE),"제주특별자치도 제주시 노연로 100, 11층 (연동)"
레스토랑더원,"제주특별자치도 제주시 사장3길 33, 1층 (연동)"
더원앤바,"제주특별자치도 제주시 사장3길 33, 1층 (연동)"
카사블랑카,제주특별자치도 제주시 은남길 38 (연동)
팔팔돼지,제주특별자치도 제주시 제원길 7 (연동)
제주공항본점공항뚝배기,제주특별자치도 제주시 연삼로 31 (연동)
노랑통닭,제주특별자치도 제주시 신대로16길 44 (연동)
민우네국수,"제주특별자치도 제주시 연동10길 11 (연동,(1층))"
미라클라이브카페,제주특별자치도 제주시 연동4길 16 (연동)
전주이모네,제주특별자치도 제주시 연동9길 37 (연동)
설빙신제주직영점,제주특별자치도 제주시 신광로 65 (연동)
가완,"제주특별자치도 제주시 신대로7길 20, 101호 (연동, 새롬빌라)"
쭈꾸쭈꾸쭈꾸미,"제주특별자치도 제주시 연동11길 33 (연동, 제1호)"
바코드,"제주특별자치도 제주시 삼무로3길 26, 지하1층 (연동)"
짬뽕에취한날,제주특별자치도 제주시 귀아랑2길 4 (연동)
흑마가든,제주특별자치도 제주시 연화로2길 20-1 (연동)
연동한라국시,제주특별자치도 제주시 신대로18길 41 (연동)
씨티호텔구내,"제주특별자치도 제주시 신대로 170 (연동,(신대로132))"
유행,제주특별자치도 제주시 신대로10길 32 (연동)
우리아시가게글라,제주특별자치도 제주시 연동10길 7 (연동)
청해회센타,"제주특별자치도 제주시 신대로10길 28-1, 1층 (연동)"
제주밥상,제주특별자치도 제주시 사장3길 27 (연동)
손사장네행복하소,"제주특별자치도 제주시 연북로 74, 1층 (연동)"
오르방,"제주특별자치도 제주시 신광로8길 14, 1층 (연동)"
소담돈까스,"제주특별자치도 제주시 성신로1길 23, 2층 (연동)"
조가네회세꼬시,"제주특별자치도 제주시 신대로12길 25, 1층 (연동)"
제주코아호텔구내,"제주특별자치도 제주시 신대로 148 (연동,(신대로116))"
동화로연탄구이2,제주특별자치도 제주시 국기중길 12 (연동)
바삭돈가스,"제주특별자치도 제주시 과원북4길 61, 103호 (연동)"
큰언니네이층집,"제주특별자치도 제주시 도령로 106, 2층 (연동)"
김밥천국신연동점,"제주특별자치도 제주시 국기로 13-1 (연동,(국기로 18))"
퀸,"제주특별자치도 제주시 삼무로3길 46-1, 지하1층 (연동)"
아우라,"제주특별자치도 제주시 신광로10길 5, 지하층 (연동)"
산우정,"제주특별자치도 제주시 은남4길 29 (연동,(연중7로47))"
한라산해장국,제주특별자치도 제주시 은남길 25 (연동)
노가리앤비어연동3호점,"제주특별자치도 제주시 국기로 5, 1층 (연동)"
벨라,"제주특별자치도 제주시 연동9길 25, 2층 (연동)"
돈까스튀기는서대리,제주특별자치도 제주시 연동14길 14 (연동)
오동통,"제주특별자치도 제주시 신대로20길 28, 101호 (연동)"
제주어멍국수본점,"제주특별자치도 제주시 선덕로3길 28, 1층 (연동)"
경애관,"제주특별자치도 제주시 신대로20길 18 (연동,(사장4로24))"
명자네분식,제주특별자치도 제주시 신대로16길 44 (연동)
쨍하고회뜰날,제주특별자치도 제주시 신광로10길 18 (연동)
갈래길국수,제주특별자치도 제주시 제원길 14 (연동)
플렉스,"제주특별자치도 제주시 삼무로3길 32, 지하층 (연동)"
대한식당신시가지점,"제주특별자치도 제주시 국기로 52, 1층 (연동)"
정겨운수제비,"제주특별자치도 제주시 제원1길 23, 105호 (연동)"
갈비아빠2,"제주특별자치도 제주시 신대로12길 37-1, 1층 (연동)"
오니,"제주특별자치도 제주시 연동10길 4, 1층 (연동)"
제주대통,제주특별자치도 제주시 연화로2길 18 (연동)
긴자,제주특별자치도 제주시 신광로8길 30-1 (연동)
중화루,제주특별자치도 제주시 삼무로 68 (연동)
갤러리호텔비앤비,"제주특별자치도 제주시 삼무로3길 48, 2층 (연동)"
문워크,"제주특별자치도 제주시 신광로 35, 2층 (연동)"
딜라익스프레스신제주점,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)"
우리양,"제주특별자치도 제주시 성신로1길 23, 1층 (연동)"
톡순,"제주특별자치도 제주시 연동7길 30, 5층 (연동)"
천하장사뷔페,"제주특별자치도 제주시 제원1길 23, 2층 102호 (연동, 뉴제원)"
청보리,"제주특별자치도 제주시 연동4길 29, 105호 (연동)"
더라운지,"제주특별자치도 제주시 노연로 80, 1층 (연동)"
더오크라구내,제주특별자치도 제주시 신광로4길 38 (연동)
바나나껍데기,"제주특별자치도 제주시 은남2길 30, 1층 (연동)"
연포낙지,"제주특별자치도 제주시 연동9길 39 (연동,(은남4로6))"
우도스토리,"제주특별자치도 제주시 신대로16길 24, 1층 (연동)"
이브3호점,"제주특별자치도 제주시 신광로 50, 2층 (연동)"
옛집,제주특별자치도 제주시 연동4길 6-4 (연동)
바코드나인,"제주특별자치도 제주시 연동11길 42, 2층 (연동)"
쿠야,"제주특별자치도 제주시 연동11길 39, 102호 (연동)"
황금돼지,제주특별자치도 제주시 연동8길 6 (연동)
서촌제한라수목원점,"제주특별자치도 제주시 은수길 65, C동 1층 (연동)"
오늘와인한잔,"제주특별자치도 제주시 신대로16길 44, 1층 (연동)"
부산할매아구찜신제주점,제주특별자치도 제주시 연동11길 12 (연동)
짱갈비04,제주특별자치도 제주시 신대로14길 38 (연동)
주식회사 옥만이네한라수목원,"제주특별자치도 제주시 수목원길 65-6, 지하1층 (연동)"
양푼속닭한마리,제주특별자치도 제주시 연동9길 26 (연동)
형제갈비신제주점,제주특별자치도 제주시 은남4길 41 (연동)
나눔마당,"제주특별자치도 제주시 사장길 12, 1층 (연동)"
곰솔과맹개,"제주특별자치도 제주시 연동3길 33 (연동,(연제2로 45))"
주식회사일품순두부본점,"제주특별자치도 제주시 도령로 64, 1층 (연동)"
깡부대찌개,"제주특별자치도 제주시 문송1길 23, 1층 (연동)"
헬로우프렌드,제주특별자치도 제주시 과원북2길 64 (연동)
코지오베르쥬,"제주특별자치도 제주시 연화로2길 17-5, 1층 (연동)"
신신낙지,제주특별자치도 제주시 문송1길 15 (연동)
심야식당낭만혼술,"제주특별자치도 제주시 신대로20길 1, 1층 (연동)"
30년일소추어탕,제주특별자치도 제주시 삼무로 74 (연동)
제주섬신룽푸마라탕,"제주특별자치도 제주시 도령로 87, 현대오피스텔 101 ~ 102호 (연동)"
야식돼지,"제주특별자치도 제주시 삼무로11길 16, 109,110호 (연동, 일우연립주택)"
청송도시락식당,"제주특별자치도 제주시 성신로1길 7, 101호 (연동,수앤숙빌)"
홀인원스크린골프구내,"제주특별자치도 제주시 과원로 지하 38, 지하1층 (연동)"
엄마손,제주특별자치도 제주시 연동3길 35 (연동)
위아굿프렌즈,"제주특별자치도 제주시 국기로1길 5, 1층 (연동)"
고고짬뽕2호점연동점,"제주특별자치도 제주시 연동4길 12, 1층 (연동)"
아주좋아,제주특별자치도 제주시 신대로16길 34 (연동)
죽이야기제주연동점,"제주특별자치도 제주시 도령로 73, 108호 (연동)"
하얼빈양꼬치,"제주특별자치도 제주시 신대로16길 42, 2층 (연동)"
케이백,"제주특별자치도 제주시 신광로 48 (연동,(신광로66))"
규방,"제주특별자치도 제주시 도령로13길 9, 104호 (연동)"
다이아,"제주특별자치도 제주시 국기중길 6-9, 1층 (연동)"
달소금,제주특별자치도 제주시 성신로1길 22 (연동)
쁠리,제주특별자치도 제주시 국기로3길 5-10 (연동)
이화닭발1979,제주특별자치도 제주시 신대로14길 42 (연동)
공항가는길무인카페,"제주특별자치도 제주시 도령로 192, 2층 (연동)"
옥이네복돼지,제주특별자치도 제주시 삼무로 11-1 (연동)
호맥,제주특별자치도 제주시 은남3길 34 (연동)
예림,제주특별자치도 제주시 신대로14길 49 (연동)
서울뚝배기,제주특별자치도 제주시 아연로 10 (연동)
추억의쉘부르,"제주특별자치도 제주시 연북로 74 (연동,세화빌딩2층 201호(연북로 74))"
만리장성,"제주특별자치도 제주시 신대로20길 56 (연동,(사장4로86))"
옥희연동점,"제주특별자치도 제주시 신대로14길 52, 1층 (연동)"
구구단,제주특별자치도 제주시 국기로3길 6 (연동)
야우,제주특별자치도 제주시 제원길 8 (연동)
클로이,"제주특별자치도 제주시 노연로 147, 2층 (연동)"
신제주연동,"제주특별자치도 제주시 은남1길 3 (연동,(연중1로58))"
황가네뚝배기,제주특별자치도 제주시 삼무로11길 24 (연동)
참돼지깡통구이,제주특별자치도 제주시 연화로3길 10 (연동)
청산에살자제주본점,제주특별자치도 제주시 제원길 7 (연동)
정박사본점,"제주특별자치도 제주시 성신로 13-10, 1층 (연동)"
키로,"제주특별자치도 제주시 성두길 7-7, 지하1층 (연동)"
일공공샤브제주연동점,제주특별자치도 제주시 연북로 86 (연동)
그린기사,제주특별자치도 제주시 일주서로 7892 (연동)
고모네,"제주특별자치도 제주시 연동10길 4, 1층 (연동)"
신대로12길,제주특별자치도 제주시 신대로12길 13 (연동)
술한상,"제주특별자치도 제주시 신광로10길 25, 1층 (연동)"
킹흑돼지,"제주특별자치도 제주시 도령로11길 26-9 (연동,(도령3로20))"
창석이네,"제주특별자치도 제주시 국기로2길 8 (연동,(국기3로8))"
새빛,제주특별자치도 제주시 성신로 20 (연동)
고바,제주특별자치도 제주시 신대로14길 48 (연동)
미짬뽕,"제주특별자치도 제주시 제원1길 23, 107호 (연동, 뉴제원)"
귀아낭,"제주특별자치도 제주시 선덕로 22, 101호 (연동)"
로우허판,"제주특별자치도 제주시 성신로 15, 1층 제1호 (연동)"
금자매포차,"제주특별자치도 제주시 비월길 3, 1층 (연동)"
라운딩,"제주특별자치도 제주시 국기로4길 16, 1층 (연동)"
투다리노형점,"제주특별자치도 제주시 성신로1길 11 (연동,(성신1로9))"
엉아크랩쭈이빵,제주특별자치도 제주시 연동7길 42 (연동)
줌마식당,제주특별자치도 제주시 도령로13길 16-3 (연동)
정직한통닭코스모스점,"제주특별자치도 제주시 신대로 125, 1층 (연동)"
인스,"제주특별자치도 제주시 과원북4길 95, 2층 (연동)"
고성장수물,제주특별자치도 제주시 연문2길 18 (연동)
소문난먹거리,"제주특별자치도 제주시 사장길 21, 1층 (연동)"
연동누룽지,제주특별자치도 제주시 과원북4길 86-1 (연동)
사랑터,"제주특별자치도 제주시 제원4길 6 (연동,(제원7로10))"
배두리광장,"제주특별자치도 제주시 삼무로 60, 1층 (연동)"
